DepartmentId,Date,Volume
37,2017-11-02,98.22135
5,2017-06-10,54.20125
42,2017-10-27,75.34592
29,2017-07-05,80.53883
47,2017-06-16,54.68851
42,2017-03-13,45.73047
3,2017-04-06,27.54857
5,2017-09-28,31.47118
26,2017-04-08,2.527901
30,2017-04-25,40.93772
18,2017-02-01,32.53533
9,2017-11-03,91.00731
31,2017-06-03,82.01049
42,2017-06-21,35.44287
8,2017-06-05,42.10511
24,2017-09-09,91.43491
50,2017-01-10,62.93869
37,2017-10-03,16.55295
45,2017-04-19,49.37321
7,2017-11-13,60.53896
1,2017-10-28,82.39027
37,2017-11-25,94.61473
49,2017-12-31,37.28094
14,2017-06-18,43.53303
26,2017-01-04,85.46112
20,2017-06-25,26.24637
23,2017-03-07,84.60396
28,2017-01-01,58.88169
1,2017-04-19,85.55049
4,2017-08-08,18.08629
26,2017-01-11,50.54372
15,2017-05-29,78.45875
12,2017-03-07,79.97035
7,2017-03-22,69.71726
7,2017-05-04,61.03768
39,2017-05-22,87.8185
29,2017-04-30,66.52433
32,2017-02-05,0.06790274
45,2017-01-24,62.59917
5,2017-02-20,13.31391
47,2017-01-08,7.189341
30,2017-06-22,2.863608
41,2017-04-29,92.79906
50,2017-04-30,99.37774
46,2017-07-08,76.14683
10,2017-01-22,93.59334
47,2017-09-20,40.42677
42,2017-04-17,81.48981
34,2017-04-29,11.14854
8,2017-07-29,42.97813
9,2017-03-30,32.91928
27,2017-02-09,28.1853
39,2017-05-29,59.56501
31,2017-01-28,40.07195
35,2017-01-31,93.82234
24,2017-09-10,18.91648
42,2017-05-29,73.45351
5,2017-08-04,91.89484
46,2017-01-11,58.84896
49,2017-04-28,83.66176
41,2017-03-14,61.595
10,2017-02-08,45.89287
3,2017-04-10,25.52599
39,2017-03-02,54.88347
28,2017-02-27,50.68851
6,2017-10-20,16.53915
45,2017-12-03,38.47051
27,2017-01-14,72.76756
10,2017-10-16,42.75411
15,2017-07-10,8.034278
47,2017-09-10,80.01331
5,2017-06-20,40.63528
48,2017-07-19,81.2842
25,2017-11-09,51.33464
23,2017-09-22,44.18779
9,2017-05-24,48.99951
31,2017-12-15,54.79618
38,2017-12-01,15.63098
47,2017-10-29,21.02808
21,2017-01-14,73.94462
34,2017-06-15,73.17754
26,2017-10-27,11.91969
45,2017-11-17,7.67131
32,2017-07-12,8.341569
37,2017-08-19,49.57813
49,2017-01-28,79.45334
2,2017-08-15,92.93446
48,2017-07-21,2.866492
7,2017-12-25,8.592115
48,2017-09-25,34.62698
6,2017-07-01,32.83705
46,2017-10-30,77.87308
29,2017-07-30,20.08601
8,2017-10-06,66.2507
44,2017-10-14,45.96698
47,2017-07-19,16.87644
10,2017-08-02,27.26688
31,2017-05-20,81.17913
46,2017-10-24,9.6371
16,2017-12-29,67.73766
12,2017-11-23,97.44855
15,2017-04-08,39.91245
1,2017-07-24,30.45639
47,2017-06-28,58.59583
41,2017-09-07,74.46159
14,2017-05-15,73.0535
13,2017-09-24,96.24014
2,2017-05-09,82.17579
12,2017-03-15,52.76641
7,2017-10-27,36.39983
38,2017-10-14,90.10928
32,2017-02-14,14.30747
39,2017-08-18,25.06689
27,2017-10-06,44.96925
34,2017-06-02,62.17994
18,2017-06-07,10.32418
12,2017-06-02,77.58525
40,2017-05-03,24.40165
24,2017-04-27,9.419987
30,2017-12-23,66.46463
35,2017-02-20,20.14735
27,2017-10-31,31.94995
25,2017-02-26,10.05007
43,2017-09-30,42.48526
39,2017-06-14,41.84063
2,2017-02-11,28.66693
49,2017-02-27,95.29263
46,2017-04-25,16.39662
1,2017-08-03,77.24537
10,2017-09-07,29.41467
34,2017-10-29,18.3228
25,2017-04-04,82.56959
29,2017-04-04,53.10308
10,2017-06-02,17.96776
42,2017-10-04,97.9514
33,2017-12-23,10.41399
26,2017-10-20,60.77433
46,2017-11-04,90.75078
17,2017-10-26,72.87039
28,2017-01-11,52.41464
19,2017-01-20,65.95129
29,2017-02-04,84.64536
49,2017-06-18,1.217468
11,2017-10-28,27.51649
25,2017-03-11,23.82889
28,2017-12-31,51.82154
17,2017-03-17,79.76699
6,2017-12-18,8.68279
12,2017-09-11,15.30153
23,2017-08-19,67.69252
44,2017-01-05,37.23028
9,2017-10-15,11.90705
46,2017-05-25,57.74063
8,2017-07-19,96.86174
26,2017-06-15,76.94907
18,2017-09-16,18.04191
4,2017-06-01,72.52165
5,2017-05-03,96.32554
10,2017-07-14,5.691726
29,2017-09-21,58.51465
44,2017-10-19,10.70733
45,2017-08-16,5.214221
12,2017-01-17,87.31268
42,2017-01-31,61.33146
38,2017-07-08,48.15748
30,2017-07-09,55.99884
37,2017-07-04,2.71104
9,2017-07-18,84.72944
23,2017-07-17,61.8236
7,2017-09-26,43.36077
29,2017-10-07,80.82561
23,2017-08-11,62.41733
33,2017-09-06,90.09998
18,2017-11-14,3.815257
40,2017-07-29,89.32869
16,2017-05-15,46.55313
30,2017-11-29,61.84152
23,2017-03-24,91.70018
24,2017-07-22,38.23252
2,2017-12-31,62.43857
6,2017-12-24,51.02119
19,2017-05-24,85.28526
43,2017-03-30,54.79734
39,2017-08-28,82.36777
32,2017-04-03,76.98898
9,2017-02-15,20.52688
0,2017-02-13,33.9313
29,2017-09-27,85.14901
45,2017-10-08,23.90704
40,2017-08-20,29.38813
28,2017-10-11,54.69803
10,2017-07-07,92.52606
38,2017-10-06,97.17403
43,2017-03-08,54.66299
16,2017-10-08,80.59853
23,2017-01-09,64.05705
13,2017-01-11,69.5153
26,2017-01-10,23.88838
35,2017-11-19,28.96964
13,2017-09-18,87.96635
13,2017-10-14,94.90335
19,2017-02-06,91.19723
31,2017-02-22,3.142538
15,2017-10-02,27.06661
48,2017-11-14,84.58665
22,2017-07-28,97.86022
41,2017-12-25,29.92991
40,2017-02-01,66.05537
30,2017-07-13,46.243
1,2017-10-15,34.56186
24,2017-05-02,59.32249
37,2017-03-20,84.63702
0,2017-04-05,63.37362
17,2017-02-13,15.36588
14,2017-04-17,96.86193
28,2017-04-19,50.14947
33,2017-06-26,39.95228
31,2017-10-02,51.2873
4,2017-06-19,89.96315
10,2017-12-03,0.1594756
3,2017-11-04,93.2947
26,2017-11-17,86.77223
20,2017-03-10,28.06463
49,2017-08-14,7.499227
9,2017-08-02,74.88877
32,2017-09-07,90.58593
42,2017-03-16,73.48409
16,2017-11-03,10.06346
44,2017-12-17,37.1539
32,2017-10-22,77.81528
48,2017-03-30,41.69667
42,2017-11-29,46.14492
49,2017-10-20,46.12916
43,2017-01-23,17.60475
45,2017-12-07,61.41496
46,2017-07-22,61.17989
14,2017-09-01,2.034735
6,2017-03-22,23.10105
36,2017-07-26,3.326259
30,2017-04-30,98.63005
18,2017-07-26,34.63257
36,2017-01-26,85.01359
34,2017-11-02,47.65997
0,2017-11-17,50.4366
28,2017-05-30,62.32533
19,2017-11-21,10.10912
45,2017-07-26,1.763798
6,2017-07-19,30.66301
34,2017-09-22,50.15793
41,2017-08-12,94.67979
36,2017-01-08,49.09591
36,2017-04-22,92.06441
42,2017-08-10,59.88402
20,2017-07-02,76.21561
37,2017-01-08,80.76369
7,2017-09-06,87.98767
28,2017-04-25,50.30127
16,2017-11-19,26.79249
42,2017-11-11,51.19176
21,2017-11-11,71.49855
44,2017-03-24,45.02177
45,2017-09-09,5.003431
40,2017-04-07,68.66153
34,2017-12-19,26.75661
1,2017-03-07,40.19962
50,2017-01-21,93.67292
36,2017-07-30,97.81236
2,2017-08-26,78.69786
30,2017-04-09,2.597065
44,2017-05-01,89.97119
4,2017-05-08,7.933509
24,2017-07-26,34.60496
25,2017-06-14,47.92161
48,2017-04-24,17.37725
45,2017-02-10,48.23858
33,2017-12-20,34.2892
6,2017-11-18,69.54188
35,2017-10-29,97.39661
23,2017-02-22,69.30283
9,2017-04-19,8.491317
15,2017-11-10,38.45706
15,2017-12-24,26.59641
22,2017-06-04,17.0941
20,2017-03-27,15.62903
43,2017-04-24,16.16969
29,2017-08-07,39.94993
42,2017-09-16,70.59877
26,2017-03-26,72.34269
24,2017-05-11,70.31244
32,2017-12-15,2.36189
12,2017-03-28,21.84398
43,2017-11-24,5.692811
16,2017-09-15,38.58643
37,2017-12-15,93.57533
10,2017-04-19,3.197329
48,2017-09-16,77.35023
44,2017-04-17,38.11399
25,2017-08-11,69.92992
17,2017-09-02,24.46315
50,2017-05-05,37.85077
19,2017-10-25,39.30513
28,2017-09-18,27.21222
26,2017-01-21,45.7035
20,2017-09-17,41.17861
27,2017-08-18,44.13324
20,2017-11-23,6.690523
6,2017-08-09,64.44267
36,2017-01-18,88.81113
19,2017-04-09,51.68603
7,2017-12-31,92
16,2017-02-17,10.72664
22,2017-12-30,57.17696
0,2017-10-26,77.97056
28,2017-08-19,83.13622
18,2017-03-13,83.63297
43,2017-12-09,89.93562
27,2017-08-23,24.58568
42,2017-05-17,2.367493
19,2017-05-16,51.41389
7,2017-08-14,73.37964
10,2017-08-05,69.47066
17,2017-09-14,33.03345
29,2017-10-05,93.41331
45,2017-07-24,38.74936
39,2017-01-26,79.20808
25,2017-02-20,0.4980021
5,2017-03-17,83.47962
1,2017-11-27,51.3628
32,2017-02-16,84.25367
10,2017-06-22,53.45066
16,2017-10-25,1.804029
35,2017-08-26,53.20237
22,2017-08-20,15.98532
22,2017-05-26,93.30107
21,2017-05-18,14.94531
22,2017-07-19,22.96253
27,2017-11-16,77.60807
6,2017-04-03,29.58707
25,2017-01-20,82.25981
19,2017-04-25,5.55143
39,2017-05-04,9.721168
2,2017-03-30,10.11788
8,2017-03-13,31.03682
10,2017-03-05,41.6525
50,2017-05-19,15.74824
15,2017-10-16,85.99921
42,2017-06-24,92.34686
7,2017-02-21,97.19041
8,2017-06-14,32.45074
40,2017-06-23,23.73843
6,2017-09-02,4.942361
35,2017-12-09,52.40902
23,2017-12-03,66.38958
14,2017-05-21,69.30328
10,2017-02-25,75.5073
43,2017-12-03,60.75723
13,2017-04-09,68.4694
38,2017-07-15,2.308604
40,2017-01-26,30.13414
24,2017-11-04,28.89191
32,2017-03-16,85.59435
19,2017-05-29,92.43143
50,2017-04-22,4.113903
11,2017-11-12,0.8455279
41,2017-08-02,10.98386
42,2017-08-20,84.70522
0,2017-10-27,94.95681
34,2017-11-04,51.76904
45,2017-06-22,52.84145
16,2017-04-18,95.5202
25,2017-10-11,47.01812
50,2017-05-18,9.649257
40,2017-05-08,54.83889
34,2017-03-22,96.95729
13,2017-10-12,45.18597
20,2017-12-09,27.01292
42,2017-09-14,31.27317
12,2017-05-16,3.509032
18,2017-12-23,69.79472
31,2017-11-09,18.86817
42,2017-05-19,24.7724
23,2017-04-03,52.2915
36,2017-04-12,5.259698
41,2017-10-21,67.99723
12,2017-10-28,55.07209
37,2017-01-07,85.52727
33,2017-11-23,0.8860394
9,2017-01-28,74.20251
34,2017-02-16,3.65235
20,2017-12-30,2.380064
21,2017-07-04,53.88634
44,2017-08-31,90.2216
43,2017-01-29,70.92115
15,2017-01-13,46.14748
25,2017-10-30,21.84909
26,2017-01-28,43.76485
27,2017-09-30,50.14843
28,2017-03-19,32.36918
47,2017-02-01,74.73163
42,2017-06-18,92.49263
40,2017-12-19,85.50024
21,2017-03-28,3.583439
37,2017-11-03,64.9085
1,2017-08-31,96.7374
40,2017-01-22,20.29169
9,2017-01-03,17.26601
14,2017-12-20,27.88826
40,2017-07-16,23.3894
14,2017-05-31,95.97213
19,2017-08-30,34.91077
34,2017-02-20,26.01849
21,2017-11-27,13.60265
34,2017-03-05,32.37518
47,2017-09-26,82.26255
20,2017-12-03,12.83113
9,2017-05-12,56.84146
47,2017-02-04,5.411185
18,2017-11-03,93.38844
27,2017-11-18,26.63708
17,2017-04-03,14.27583
23,2017-10-17,39.64888
18,2017-09-03,34.57428
9,2017-04-25,18.56116
35,2017-01-06,25.64755
15,2017-01-18,50.12771
14,2017-02-03,27.95925
48,2017-02-05,82.41547
42,2017-03-10,15.46687
21,2017-06-27,0.2618438
38,2017-05-18,59.37193
27,2017-12-09,81.64116
23,2017-07-02,86.76308
48,2017-01-03,90.84122
31,2017-10-11,60.00727
10,2017-09-23,62.00597
47,2017-06-19,53.60044
48,2017-07-03,58.90487
15,2017-12-15,97.38431
38,2017-01-20,97.82645
45,2017-01-27,17.18453
11,2017-02-08,44.65575
21,2017-12-02,97.45068
31,2017-12-22,44.1913
44,2017-05-30,34.6218
5,2017-11-05,79.60663
38,2017-08-30,46.75045
29,2017-12-10,57.99377
47,2017-02-08,64.25897
40,2017-11-15,59.79016
29,2017-09-16,91.24773
19,2017-06-24,6.538704
36,2017-10-30,97.01688
19,2017-09-15,94.13663
29,2017-07-09,56.69915
23,2017-08-03,4.071249
31,2017-04-15,99.24667
32,2017-08-26,60.01689
32,2017-09-20,64.39433
42,2017-12-25,3.781714
24,2017-06-15,99.37458
21,2017-07-03,55.46783
48,2017-11-27,5.633973
5,2017-05-13,25.67284
48,2017-02-07,47.965
28,2017-11-22,10.76192
27,2017-12-04,68.49112
43,2017-07-11,19.13292
39,2017-01-14,68.81933
42,2017-01-30,10.75235
46,2017-04-24,81.20197
0,2017-10-07,43.14016
34,2017-11-13,97.34189
0,2017-12-14,83.81933
2,2017-10-18,47.95824
46,2017-04-27,96.73072
44,2017-06-19,71.64227
34,2017-11-01,33.2631
14,2017-09-04,4.924094
47,2017-07-30,47.69495
18,2017-11-05,1.706636
28,2017-04-27,22.6334
1,2017-11-11,88.42326
33,2017-07-16,92.45898
48,2017-10-23,77.75474
7,2017-01-16,68.96559
14,2017-01-21,94.40525
50,2017-02-27,37.64657
49,2017-05-30,35.1016
35,2017-12-26,79.22958
26,2017-11-28,73.09261
27,2017-04-18,33.22195
7,2017-01-31,48.69682
37,2017-06-03,77.62434
37,2017-12-30,68.66842
46,2017-07-16,81.25741
24,2017-05-19,65.8513
5,2017-02-09,45.53537
27,2017-05-19,31.72243
38,2017-12-23,68.41586
8,2017-11-24,95.83246
46,2017-02-02,11.1153
7,2017-09-28,71.91412
38,2017-02-19,6.615544
44,2017-07-30,24.94358
37,2017-12-21,29.42817
27,2017-05-04,86.41206
17,2017-01-25,17.764
23,2017-05-28,76.51556
12,2017-10-06,54.2294
39,2017-07-09,97.23043
37,2017-11-27,29.30045
4,2017-07-22,74.95718
23,2017-02-28,25.78627
4,2017-07-29,36.54038
39,2017-12-25,22.77357
38,2017-01-05,49.27966
33,2017-04-21,57.4446
45,2017-09-12,90.6161
28,2017-05-07,43.79517
7,2017-10-30,3.405568
7,2017-08-31,2.573091
6,2017-06-23,50.28234
9,2017-04-28,38.44848
29,2017-08-18,88.09172
9,2017-12-11,23.06761
18,2017-10-10,18.56227
34,2017-07-20,28.59318
36,2017-09-30,32.44059
31,2017-07-07,60.77343
6,2017-03-12,94.68154
16,2017-10-24,76.49728
1,2017-05-03,31.7437
5,2017-03-18,33.98423
19,2017-04-02,87.66654
40,2017-11-08,17.83961
38,2017-03-01,42.79546
39,2017-01-29,42.60244
2,2017-04-16,12.48168
49,2017-04-12,61.36469
12,2017-04-19,7.835299
32,2017-12-10,67.59641
32,2017-09-09,86.98273
32,2017-07-30,63.33508
31,2017-10-30,13.92039
44,2017-07-07,93.06535
38,2017-05-10,78.9203
30,2017-05-04,85.41477
10,2017-11-23,95.80089
49,2017-03-01,62.52424
41,2017-07-31,48.8093
24,2017-08-16,35.73016
44,2017-08-16,7.264119
24,2017-04-13,4.946219
27,2017-05-07,96.68774
48,2017-08-28,74.59373
11,2017-06-10,18.43371
11,2017-09-21,30.65101
43,2017-11-12,48.61963
5,2017-11-28,38.73864
1,2017-01-29,44.65409
11,2017-09-07,2.303762
42,2017-07-25,12.2545
13,2017-11-17,0.9006996
9,2017-12-01,76.3605
27,2017-11-10,32.08925
2,2017-11-29,35.19775
11,2017-11-03,58.72885
11,2017-11-07,42.55232
15,2017-07-11,61.77021
17,2017-08-27,2.99437
10,2017-08-16,64.9198
38,2017-03-13,55.64623
7,2017-04-13,44.15941
13,2017-10-30,8.803391
48,2017-12-19,17.37541
7,2017-08-25,42.20625
40,2017-03-18,79.73713
18,2017-05-16,1.263882
23,2017-09-05,37.89676
3,2017-10-18,72.36673
45,2017-12-21,43.1312
28,2017-02-04,10.34856
32,2017-03-24,49.12496
2,2017-05-20,56.36567
44,2017-05-21,28.66157
23,2017-06-18,18.69184
12,2017-09-25,7.567977
21,2017-04-13,54.73136
31,2017-10-24,41.67493
31,2017-04-06,62.29308
46,2017-11-05,21.45992
24,2017-05-09,67.02188
50,2017-12-25,32.8861
14,2017-06-03,43.83775
29,2017-05-14,95.50906
8,2017-02-16,79.08852
40,2017-04-17,99.27628
10,2017-07-03,20.49273
37,2017-04-14,48.98547
26,2017-07-14,60.26043
23,2017-10-06,24.80589
4,2017-12-03,97.26992
34,2017-09-02,53.89818
5,2017-01-21,49.53133
5,2017-04-03,16.91597
6,2017-01-10,33.4188
44,2017-01-15,97.44005
38,2017-09-25,36.67215
4,2017-08-27,87.77396
39,2017-06-07,59.81026
9,2017-06-06,41.36542
41,2017-09-10,53.75729
38,2017-09-14,32.17626
16,2017-07-13,62.34897
43,2017-01-30,10.42546
44,2017-01-13,96.18584
14,2017-10-01,69.66605
7,2017-11-29,57.82957
45,2017-09-27,65.04216
11,2017-12-23,59.37003
29,2017-03-14,71.70827
41,2017-09-12,18.72078
12,2017-07-21,75.95241
40,2017-04-14,9.084903
30,2017-12-16,37.53905
15,2017-12-18,55.64309
20,2017-11-17,20.97487
49,2017-08-12,8.731618
31,2017-10-07,44.41594
9,2017-08-03,77.99556
11,2017-07-18,49.20274
6,2017-08-01,36.92782
23,2017-11-21,19.76959
24,2017-01-18,21.85836
33,2017-02-09,34.9767
44,2017-11-16,69.17091
48,2017-04-10,67.62067
2,2017-04-05,94.94212
36,2017-05-13,61.66794
27,2017-09-03,3.277043
48,2017-01-18,57.11431
42,2017-07-16,64.62475
13,2017-05-06,33.60186
33,2017-09-18,79.88044
42,2018-01-01,47.13754
24,2017-11-13,7.010953
5,2017-10-27,13.37903
44,2017-12-14,86.48509
3,2017-06-06,77.72325
18,2017-02-07,42.46912
23,2017-03-06,36.39253
36,2017-08-05,6.308012
24,2017-07-08,6.244789
42,2017-12-14,14.58112
28,2017-05-04,82.28658
48,2017-11-21,4.89872
29,2017-02-12,41.51957
18,2017-11-17,82.03282
26,2017-04-03,58.33803
29,2017-09-02,62.81693
30,2017-05-25,56.67869
38,2017-05-16,56.93061
40,2017-03-11,44.39925
7,2017-08-20,58.92756
39,2017-11-01,58.57014
9,2017-07-14,45.81849
1,2017-07-03,11.19051
1,2017-08-07,77.12212
36,2017-04-06,59.18272
1,2017-12-06,19.29326
8,2017-10-04,36.33725
42,2017-06-16,39.31504
26,2017-05-26,54.4398
31,2017-02-18,91.3028
46,2017-01-07,77.69924
26,2017-03-01,21.32459
31,2017-04-10,90.70045
30,2017-06-05,38.22119
39,2017-11-23,52.63961
47,2017-08-04,98.74853
26,2017-12-01,67.07864
40,2017-06-17,73.41458
27,2017-08-14,99.71404
5,2017-03-02,42.30767
35,2017-09-23,69.83623
19,2017-06-17,98.18694
50,2017-01-01,92.71712
41,2017-05-11,45.11897
10,2017-03-20,98.87459
3,2017-03-05,95.79562
11,2017-05-06,36.10504
46,2017-03-02,17.97294
8,2017-04-03,25.74455
40,2017-09-28,21.65284
35,2017-06-05,95.52086
10,2017-11-30,32.92842
17,2017-12-26,17.61368
47,2017-03-11,69.87943
2,2017-08-18,7.480564
20,2017-12-05,30.40128
24,2017-06-06,72.27451
42,2017-06-11,64.05355
37,2017-10-07,68.23519
8,2017-10-17,30.41157
42,2017-05-28,35.54697
42,2017-03-15,28.29727
26,2017-04-07,4.767069
35,2017-05-16,43.7702
23,2017-11-06,67.19876
13,2017-01-29,73.69965
24,2017-06-25,56.01733
34,2017-04-07,85.1898
31,2017-01-20,12.82847
49,2017-04-30,87.83368
11,2017-11-11,38.34633
23,2017-01-17,62.174
43,2017-05-13,44.3546
49,2017-09-14,2.099097
47,2017-09-16,61.00232
48,2017-04-09,3.405297
48,2017-07-28,64.85841
22,2017-03-26,63.99374
30,2017-01-05,93.81767
24,2017-01-10,56.74403
18,2017-11-04,31.60176
4,2017-09-20,66.7039
9,2017-09-30,14.34174
30,2017-03-03,20.448
33,2017-11-25,38.73498
28,2017-08-14,58.79874
12,2017-12-09,51.85254
38,2017-11-08,4.313577
49,2017-03-24,65.58919
12,2017-02-21,48.60553
48,2017-07-05,48.47355
41,2017-04-11,1.176256
11,2017-10-12,20.20163
46,2017-01-28,42.89845
13,2017-04-28,58.7498
14,2017-06-04,0.7942884
16,2017-04-07,33.00164
1,2017-09-19,63.83731
24,2017-06-08,85.03671
22,2017-03-14,44.99028
14,2017-04-05,2.943116
49,2017-11-14,77.40366
8,2017-12-03,14.3004
31,2017-02-10,11.3575
39,2017-06-05,46.91468
34,2017-03-19,22.5547
39,2017-02-21,45.46284
26,2017-03-21,22.41457
45,2017-10-17,21.61854
37,2017-11-05,82.69482
34,2017-02-14,53.78416
29,2017-10-27,83.31668
29,2017-04-13,81.33657
41,2017-10-22,74.75443
45,2017-04-24,22.2154
45,2017-02-03,36.33478
37,2017-01-06,78.59221
33,2017-02-11,45.23867
17,2017-08-30,17.32757
47,2017-11-09,23.81832
40,2017-07-31,89.23625
5,2017-05-22,16.15462
14,2017-05-13,76.84142
49,2017-09-07,1.366693
3,2017-11-30,90.87123
49,2017-06-23,25.75354
29,2017-11-07,11.70944
31,2017-07-11,40.17759
21,2017-05-27,65.45282
2,2017-03-22,44.64318
24,2017-07-24,58.06686
15,2017-08-06,90.52654
31,2017-10-28,38.62649
24,2017-08-22,38.12125
21,2017-03-19,68.04934
12,2017-04-26,77.47444
9,2017-07-13,46.84138
20,2017-05-03,49.81889
34,2017-12-02,78.50365
2,2017-02-10,27.95757
48,2017-01-05,37.7339
38,2017-09-10,46.8763
19,2017-08-02,43.71411
2,2017-02-14,10.07273
46,2017-10-11,14.05447
41,2017-07-20,17.26966
12,2017-09-10,55.0109
8,2017-04-22,83.00484
21,2017-05-29,34.36357
39,2017-06-24,18.54531
37,2017-03-03,61.10748
37,2017-10-02,89.96333
34,2017-07-22,32.4455
36,2017-11-11,9.145633
12,2017-01-08,95.38347
12,2017-10-11,60.91527
33,2017-12-28,44.71279
13,2017-03-17,48.84911
9,2017-10-25,56.45357
39,2017-07-19,62.70655
11,2017-02-28,36.91078
23,2017-03-02,75.67155
33,2017-01-02,89.31455
37,2017-04-09,21.25473
44,2017-09-02,85.5256
8,2017-09-15,81.9133
4,2017-12-09,5.860027
29,2017-06-13,91.93259
43,2017-03-16,47.75468
25,2017-06-21,27.52705
39,2017-01-12,96.26469
49,2017-03-02,76.17645
43,2017-03-10,28.4123
36,2017-02-10,66.67129
4,2017-11-29,82.73401
10,2017-04-25,9.179316
17,2017-04-09,62.05507
27,2017-03-16,74.48498
40,2017-06-05,30.09154
13,2017-07-06,10.74444
48,2017-01-09,35.29023
4,2017-07-30,40.58907
29,2017-12-20,57.12367
15,2017-11-02,61.81425
10,2017-03-26,44.23051
28,2017-08-05,55.55676
6,2017-03-19,38.94196
33,2017-05-17,3.031663
7,2017-03-26,88.71735
42,2017-07-08,65.71201
45,2017-08-21,60.08496
35,2017-11-01,92.99292
2,2017-12-22,19.31215
10,2017-06-18,54.27475
42,2017-11-25,26.84386
11,2017-07-26,90.44439
4,2017-08-09,2.8426
12,2017-06-22,69.29887
50,2017-07-30,23.27948
17,2017-01-22,42.6011
34,2017-02-01,53.8616
23,2017-12-04,32.64851
20,2017-10-24,85.92154
20,2017-01-10,3.239205
10,2017-04-18,17.155
28,2017-01-21,24.43125
28,2017-08-09,23.1052
48,2017-10-16,72.43163
49,2017-10-29,42.7341
39,2017-02-06,73.40065
46,2017-01-02,99.66581
35,2017-09-08,71.56975
46,2017-05-18,62.1118
6,2017-03-05,28.16483
9,2017-01-25,36.15479
24,2017-11-14,67.57225
7,2017-07-28,72.89584
25,2017-06-06,19.07322
28,2017-04-14,92.93568
48,2017-10-21,79.54926
8,2017-09-11,27.88921
41,2017-02-07,48.10014
34,2017-04-02,58.06727
14,2017-10-08,91.00532
8,2017-08-11,82.95027
39,2017-09-30,17.38048
48,2017-02-14,92.97526
33,2017-12-15,54.86126
5,2017-09-17,39.08047
5,2017-03-03,77.96252
14,2017-03-10,51.52982
16,2017-10-15,59.3999
40,2017-07-14,40.87951
6,2017-05-11,74.13565
7,2017-09-07,12.90799
39,2017-04-18,12.37096
10,2017-04-12,94.8717
36,2017-10-18,47.4659
1,2017-06-26,26.068
40,2017-05-12,98.63604
23,2017-08-29,3.633848
22,2017-11-18,92.68055
19,2017-06-27,31.84304
22,2017-03-31,59.08039
24,2017-04-19,66.18051
12,2017-04-07,92.20768
8,2017-10-19,65.40759
41,2017-03-03,29.0475
29,2017-07-08,41.07227
30,2017-09-06,20.83127
5,2017-03-08,0.4216913
41,2017-09-23,39.04635
10,2017-07-31,55.03035
43,2017-09-04,6.909236
32,2017-04-05,89.2961
37,2017-09-19,27.42887
16,2017-05-11,36.38167
43,2017-02-08,34.5831
